"ID","ID_FORNECEDOR","DATALANCAMENTO","NUMERODOCUMENTO","DATADOCUMENTO","TOTALPARCELAS","VALORTOTAL","NUMEROPARCELA","VALORPARCELA","DATAVENCIMENTO","LIQUIDADO","DATAPAGAMENTO","VALORPAGO","DATA_INC","DATA_ALT"
437,1,2009-01-17,"22978/1     ",2009-01-16,"01",269.80,"01",269.80,2009-02-13,S,2009-02-11,269.80,2009-01-17,
431,8,2009-01-07,"872593-1    ",2009-01-05,"03",2923.70,"01",989.70,2009-01-19,S,2009-01-20,989.70,2009-01-07,
432,8,2009-01-07,"872593-2    ",2009-01-05,"03",2923.70,"02",967.00,2009-01-26,S,2009-01-26,967.00,2009-01-07,
433,8,2009-01-07,"872593-3    ",2009-01-05,"03",2923.70,"3 ",967.00,2009-02-02,S,2009-02-02,967.00,2009-01-07,
438,8,2009-01-17,"834/1       ",2009-01-14,"03",3682.77,"01",1250.77,2009-02-04,S,2009-02-04,1250.77,2009-01-17,2009-01-17
439,8,2009-01-17,"834/2       ",2009-01-14,"03",3682.77,"02",1216.00,2009-02-11,S,2009-02-11,1216.00,2009-01-17,
440,8,2009-01-17,"834/3       ",2009-01-14,"03",3682.77,"03",1216.00,2009-02-18,S,2009-02-18,1216.00,2009-01-17,
441,24,2009-01-18,"9130        ",2009-01-08,"01",299.87,"01",299.87,2009-01-17,S,2009-01-20,299.87,2009-01-18,
442,8,2009-01-19,"1396/1      ",2009-01-15,"03",2147.30,"01",731.30,2009-01-29,S,2009-01-26,731.30,2009-01-19,
443,8,2009-01-19,"1396/2      ",2009-01-15,"03",2147.30,"02",708.00,2009-02-05,S,2009-02-03,708.00,2009-01-19,
444,8,2009-01-19,"1396/3      ",2009-01-15,"03",2147.30,"03",708.00,2009-02-12,S,2009-02-11,708.00,2009-01-19,
445,4,2009-01-20,"149969      ",2009-01-16,"01",241.50,"01",241.50,2009-01-30,S,2009-01-26,241.50,2009-01-20,
446,8,2009-01-22,"002743/1    ",2009-01-20,"03",1634.26,"01",560.26,2009-02-03,S,2009-02-03,560.26,2009-01-22,2009-01-22
447,8,2009-01-22,"002743/2    ",2009-01-20,"03",1634.26,"02",537.00,2009-02-10,S,2009-02-10,537.00,2009-01-22,
448,8,2009-01-22,"002743/3    ",2009-01-20,"03",537.00,"03",537.00,2009-02-17,S,2009-02-18,537.00,2009-01-22,
449,2,2009-01-25,"84026A      ",2009-01-23,"02",884.62,"01",442.31,2009-02-12,S,2009-02-11,442.31,2009-01-25,
450,2,2009-01-25,"84026B      ",2009-01-23,"02",884.62,"02",442.31,2009-02-26,S,2009-02-27,442.31,2009-01-25,
451,21,2009-01-27,"648.041     ",2009-01-26,"01",128.19,"01",128.19,2009-02-02,S,2009-02-02,128.19,2009-01-27,
452,8,2009-01-29,"004584/1    ",2009-01-27,"01",991.70,"01",991.70,2009-02-17,S,2009-02-18,991.70,2009-01-29,
453,2,2009-01-30,"563230A     ",2009-01-29,"03",1155.60,"01",402.87,2009-02-19,S,2009-02-18,402.87,2009-01-30,
454,2,2009-01-30,"563230B     ",2009-01-29,"03",1155.60,"02",376.37,2009-02-26,S,2009-02-27,376.37,2009-01-30,
455,2,2009-01-30,"563230C     ",2009-01-29,"03",1155.60,"03",376.37,2009-03-05,S,2009-03-05,376.37,2009-01-30,
456,34,2009-02-02,"0           ",2009-02-01,"01",35.00,"1 ",35.00,2009-02-15,S,2009-02-16,35.00,2009-02-02,
457,29,2009-02-02,"2009        ",2009-01-01,"01",195.72,"01",195.72,2009-02-15,S,2009-02-16,195.72,2009-02-02,
458,8,2009-02-06,"007105/1    ",2009-02-04,"03",1780.26,"01",608.26,2009-02-18,S,2009-02-18,608.26,2009-02-06,
459,8,2009-02-06,"7105/2      ",2009-02-04,"03",1780.26,"02",586.00,2009-02-25,S,2009-02-25,586.00,2009-02-06,
460,8,2009-02-06,"007105/3    ",2009-02-04,"03",1780.26,"03",586.00,2009-03-04,S,2009-03-05,586.00,2009-02-06,
461,18,2009-02-11,"012312      ",2009-01-28,"01",300.00,"01",300.00,2009-02-25,S,2009-02-25,300.00,2009-02-11,
462,8,2009-02-13,"008529/1    ",2009-02-10,"03",1706.60,"01",584.60,2009-02-24,S,2009-02-25,584.60,2009-02-13,
463,8,2009-02-13,"008529/2    ",2009-02-10,"03",1706.60,"02",561.00,2009-03-03,S,2009-03-04,561.00,2009-02-13,
464,8,2009-02-13,"008529/3    ",2009-02-10,"03",1706.60,"03",561.00,2009-03-10,S,2009-03-10,561.00,2009-02-13,
465,24,2009-02-16,"709766000145",2009-02-06,"01",91.57,"01",91.57,2009-02-17,S,2009-02-18,91.57,2009-02-16,
466,4,2009-02-16,"157850      ",2009-02-13,"02",39.90,"01",19.95,2009-03-06,S,2009-03-05,19.95,2009-02-16,
467,4,2009-02-16,"157851      ",2009-02-13,"02",39.90,"02",19.95,2009-03-13,S,2009-03-14,19.95,2009-02-16,
468,4,2009-02-16,"157855      ",2009-02-13,"01",499.00,"01",249.50,2009-03-06,S,2009-03-05,249.50,2009-02-16,
469,4,2009-02-16,"157856      ",2009-02-13,"02",499.00,"2 ",249.50,2009-03-13,S,2009-03-14,249.50,2009-02-16,
470,4,2009-02-21,"159510      ",2009-02-20,"01",255.20,"01",255.20,2009-03-06,S,2009-03-05,255.20,2009-02-21,
471,21,2009-02-27,"653.704     ",2009-02-19,"01",131.29,"01",131.29,2009-03-04,S,2009-03-05,131.29,2009-02-27,
472,8,2009-02-27,"011433/1    ",2009-02-20,"01",744.11,"01",744.11,2009-03-13,S,2009-03-14,744.11,2009-02-27,
473,2,2009-03-04,"566586b     ",2009-02-10,"02",615.00,"02",307.50,2009-03-10,S,2009-03-10,307.50,2009-03-04,
474,2,2009-03-04,"566483A     ",2009-02-10,"01",892.33,"01",892.33,2009-03-10,S,2009-03-10,892.33,2009-03-04,
475,11,2009-03-05,"12437A      ",2009-02-20,"03",1086.78,"01",362.28,2009-03-10,S,2009-03-10,362.28,2009-03-05,
476,11,2009-03-05,"12437B      ",2009-02-20,"03",1086.78,"02",362.26,2009-03-17,S,2009-03-17,362.26,2009-03-05,
477,11,2009-03-05,"12437C      ",2009-02-20,"03",1086.78,"03",362.26,2009-03-24,S,2009-03-24,362.26,2009-03-05,
478,2,2009-03-06,"572684A     ",2009-03-05,"3 ",1614.91,"01",556.07,2009-03-26,S,2009-03-24,556.07,2009-03-06,
479,2,2009-03-06,"572684B     ",2009-03-05,"03",1614.91,"02",529.57,2009-04-02,S,2009-03-24,529.57,2009-03-06,
480,2,2009-03-06,"572684C     ",2009-03-05,"03",1614.91,"03",529.57,2009-04-09,S,2009-04-01,529.57,2009-03-06,
481,2,2009-03-11,"574002A     ",2009-03-10,"03",1913.01,"01",655.34,2009-03-31,S,2009-03-24,655.34,2009-03-11,
482,2,2009-03-11,"574002B     ",2009-03-10,"03",1913.01,"02",628.84,2009-04-07,S,2009-04-01,628.84,2009-03-11,
483,2,2009-03-11,"574002C     ",2009-03-10,"03",1913.01,"03",628.84,2009-04-14,S,2009-04-01,628.84,2009-03-11,
484,4,2009-03-13,"163058      ",2009-03-12,"01",269.80,"01",269.80,2009-03-26,S,2009-03-24,269.80,2009-03-13,
485,2,2009-03-13,"87197A      ",2009-03-12,"03",1757.40,"01",585.80,2009-04-02,S,2009-03-24,585.80,2009-03-13,
486,2,2009-03-13,"87197B      ",2009-03-12,"03",1757.40,"02",585.80,2009-04-09,S,2009-04-01,585.80,2009-03-13,
487,2,2009-03-13,"87197C      ",2009-03-12,"03",1757.40,"03",585.80,2009-04-16,S,2009-04-01,585.80,2009-03-13,
488,8,2009-03-17,"016568/1    ",2009-03-13,"01",743.99,"01",743.99,2009-04-03,S,2009-03-24,743.99,2009-03-17,
489,11,2009-03-21,"12599       ",2009-03-06,"01",442.40,"01",442.40,2009-04-01,S,2009-03-24,442.40,2009-03-21,
490,2,2009-03-24,"87836A      ",2009-03-23,"01",867.41,"01",867.41,2009-04-20,S,2009-04-20,867.41,2009-03-24,
491,2,2009-03-26,"87903A      ",2009-03-24,"02",610.09,"01",305.05,2009-04-14,S,2009-04-01,305.05,2009-03-26,
492,2,2009-03-26,"87903B      ",2009-03-24,"02",610.09,"02",305.05,2009-04-28,S,2009-04-28,305.05,2009-03-26,
493,21,2009-03-26,"653.193     ",2009-03-20,"01",128.94,"01",128.94,2009-04-01,S,2009-04-01,128.94,2009-03-26,
494,2,2009-03-27,"88121A      ",2009-03-26,"03",1021.02,"01",340.34,2009-04-16,S,2009-04-01,340.34,2009-03-27,
495,2,2009-03-27,"88121B      ",2009-03-26,"03",1021.02,"02",340.34,2009-04-23,S,2009-04-20,340.34,2009-03-27,
496,2,2009-03-27,"88121C      ",2009-03-26,"03",1021.02,"03",340.34,2009-04-30,S,2009-04-28,340.34,2009-03-27,
497,2,2009-03-27,"577779A     ",2009-03-23,"03",2984.32,"01",994.77,2009-04-13,S,2009-04-01,994.77,2009-03-27,
498,2,2009-03-27,"577779B     ",2009-03-23,"03",2984.32,"02",994.77,2009-04-20,S,2009-04-20,994.77,2009-03-27,
499,2,2009-03-27,"577779C     ",2009-03-23,"03",2984.31,"03",994.77,2009-04-27,S,2009-04-28,994.77,2009-03-27,
500,12,2009-03-27,"133296      ",2009-03-26,"01",456.00,"01",456.00,2009-04-26,S,2009-04-28,456.00,2009-03-27,
501,11,2009-03-31,SEDEX12437  ,2009-03-20,"01",33.88,"01",33.88,2009-04-08,S,2009-04-01,33.88,2009-03-31,
502,34,2009-03-31,"757019753   ",2009-03-01,"01",35.00,"01",35.00,2009-04-15,S,2009-04-01,35.00,2009-03-31,
503,2,2009-04-02,"580153A     ",2009-03-31,"05",1987.75,"01",418.75,2009-04-14,S,2009-04-14,418.75,2009-04-02,
504,2,2009-04-02,"580153B     ",2009-03-31,"05",1987.75,"02",392.25,2009-04-22,S,2009-04-20,392.25,2009-04-02,
505,2,2009-04-02,"580153C     ",2009-03-31,"05",1987.75,"03",392.25,2009-04-28,S,2009-04-28,392.25,2009-04-02,
506,2,2009-04-02,"580153D     ",2009-03-31,"05",1987.75,"04",392.25,2009-05-05,S,2009-05-05,392.25,2009-04-02,
507,2,2009-04-02,"580153E     ",2009-03-31,"05",1987.75,"05",392.25,2009-05-12,S,2009-05-11,392.25,2009-04-02,
508,2,2009-04-15,"583536A     ",2009-04-13,"05",2705.55,"01",541.11,2009-04-27,S,2009-04-28,541.11,2009-04-15,
509,2,2009-04-15,"583536B     ",2009-04-13,"05",2705.55,"02",541.11,2009-05-04,S,2009-05-04,541.11,2009-04-15,
510,2,2009-04-15,"583536C     ",2009-04-13,"05",2705.55,"03",541.11,2009-05-11,S,2009-05-11,541.11,2009-04-15,2009-04-15
513,11,2009-04-16,"12979       ",2009-03-30,"01",510.80,"01",510.80,2009-04-27,S,2009-04-28,510.80,2009-04-16,
511,2,2009-04-15,"583536D     ",2009-04-13,"05",2705.55,"04",541.11,2009-05-18,S,2009-05-18,541.11,2009-04-15,
512,2,2009-04-15,"583536E     ",2009-04-13,"05",2705.55,"05",541.11,2009-05-25,S,2009-05-27,541.11,2009-04-15,
514,18,2009-04-16,"013188      ",2009-03-23,"01",300.00,"01",300.00,2009-04-25,S,2009-04-28,300.00,2009-04-16,
515,2,2009-04-24,"585616A     ",2009-04-22,"05",4538.65,"01",907.73,2009-05-06,S,2009-05-06,907.73,2009-04-24,
516,2,2009-04-24,"585616B     ",2009-04-22,"05",4538.65,"02",907.73,2009-05-13,S,2009-05-11,907.73,2009-04-24,
517,2,2009-04-24,"585616C     ",2009-04-22,"05",4538.65,"03",907.73,2009-05-20,S,2009-05-18,907.73,2009-04-24,
518,2,2009-04-24,"585616D     ",2009-04-22,"05",4538.65,"04",907.73,2009-05-27,S,2009-05-27,907.73,2009-04-24,
519,2,2009-04-24,"585616E     ",2009-04-22,"05",4538.65,"05",907.73,2009-06-03,S,2009-06-05,907.73,2009-04-24,
520,25,2009-04-27,"14522/1     ",2009-04-23,"02",307.50,"01",153.75,2009-05-14,S,2009-05-11,153.75,2009-04-27,
521,25,2009-04-27,"14522/2     ",2009-04-23,"02",307.50,"02",153.75,2009-05-21,S,2009-05-18,153.75,2009-04-27,
522,25,2009-04-27,"14531/1     ",2009-04-23,"02",650.94,"01",325.46,2009-05-14,S,2009-05-11,325.46,2009-04-27,
523,25,2009-04-27,"14531/2     ",2009-04-23,"02",650.94,"02",325.47,2009-05-21,S,2009-05-18,325.47,2009-04-27,
524,21,2009-04-27,"665.015     ",2009-04-22,"01",136.28,"01",136.28,2009-05-05,S,2009-05-05,136.28,2009-04-27,
526,2,2009-04-28,"89659A      ",2009-04-24,"02",792.74,"01",396.37,2009-05-15,S,2009-05-11,396.37,2009-04-28,
525,11,2009-04-28,"12979       ",2009-04-17,"01",18.34,"01",18.34,2009-05-05,S,2009-05-05,18.34,2009-04-28,
527,2,2009-04-28,"89659B      ",2009-04-24,"02",792.74,"02",396.37,2009-05-29,S,2009-05-27,396.37,2009-04-28,
528,2,2009-04-29,"89821A      ",2009-04-28,"03",1338.54,"01",446.18,2009-05-19,S,2009-05-18,446.18,2009-04-29,
529,2,2009-04-29,"89821B      ",2009-04-28,"03",1338.54,"02",446.18,2009-05-26,S,2009-05-27,446.18,2009-04-29,
530,2,2009-04-29,"89821C      ",2009-04-28,"03",1338.54,"03",446.18,2009-06-02,S,2009-06-05,446.18,2009-04-29,
531,34,2009-05-04,"757019753   ",2009-03-01,"01",35.00,"01",35.00,2009-05-15,S,2009-05-11,35.00,2009-05-04,
532,2,2009-05-06,"589181A     ",2009-05-05,"05",1939.83,"01",409.17,2009-05-19,S,2009-05-18,409.17,2009-05-06,
533,2,2009-05-06,"589181B     ",2009-05-05,"05",1939.83,"02",382.67,2009-05-26,S,2009-05-27,382.67,2009-05-06,
534,2,2009-05-06,"589181C     ",2009-05-05,"05",1939.83,"03",382.67,2009-06-02,S,2009-06-05,382.67,2009-05-06,
535,2,2009-05-06,"589181d     ",2009-05-05,"05",1939.83,"04",382.67,2009-06-09,S,2009-06-09,382.67,2009-05-06,
536,2,2009-05-06,"589181E     ",2009-05-05,"05",1939.83,"05",382.67,2009-06-16,S,2009-06-17,382.67,2009-05-06,
537,22,2009-05-09,"05/2009     ",2009-05-01,"01",254.46,"01",254.46,2009-05-12,S,2009-05-11,254.46,2009-05-09,
538,11,2009-05-11,"665000      ",2009-05-08,"01",76.50,"01",76.50,2009-05-18,S,2009-05-18,76.50,2009-05-11,
539,18,2009-05-11,"013665      ",2009-04-29,"01",300.00,"01",300.00,2009-05-25,S,2009-05-27,300.00,2009-05-11,
540,2,2009-05-20,"90987A      ",2009-05-19,"03",1334.46,"01",444.82,2009-06-09,S,2009-06-09,444.82,2009-05-20,
541,2,2009-05-20,"90987B      ",2009-05-19,"03",1334.46,"02",444.82,2009-06-16,S,2009-06-17,444.82,2009-05-20,
542,2,2009-05-20,"90987C      ",2009-05-19,"03",1334.46,"03",444.82,2009-06-23,S,2009-06-23,444.82,2009-05-20,
543,2,2009-05-20,"592770A     ",2009-05-19,"05",3786.34,"01",757.27,2009-06-02,S,2009-06-05,757.27,2009-05-20,
544,2,2009-05-20,"592770B     ",2009-05-19,"05",3786.34,"02",757.27,2009-06-09,S,2009-06-09,757.27,2009-05-20,
545,2,2009-05-20,"592770C     ",2009-05-19,"05",3786.34,"03",757.27,2009-06-16,S,2009-06-17,757.27,2009-05-20,
546,2,2009-05-20,"592770D     ",2009-05-19,"05",3786.34,"04",757.27,2009-06-23,S,2009-06-23,757.27,2009-05-20,
547,2,2009-05-20,"592770E     ",2009-05-19,"05",3786.34,"05",757.27,2009-06-30,S,2009-06-29,757.27,2009-05-20,
548,12,2009-05-21,"133503      ",2009-05-05,"01",109.00,"01",109.00,2009-05-20,S,2009-05-27,109.00,2009-05-21,
549,21,2009-05-30,"655.730     ",2009-05-26,"01",124.69,"01",124.69,2009-06-02,S,2009-06-05,124.69,2009-05-30,
550,2,2009-06-02,"594345A     ",2009-05-22,"05",4541.70,"01",908.34,2009-06-05,S,2009-06-05,908.34,2009-06-02,
551,2,2009-06-02,"594345B     ",2009-05-22,"05",4541.70,"02",908.34,2009-06-12,S,2009-06-09,908.34,2009-06-02,
552,2,2009-06-02,"594345C     ",2009-05-22,"05",4541.70,"03",908.34,2009-06-19,S,2009-06-17,908.34,2009-06-02,
553,2,2009-06-02,"594345D     ",2009-05-22,"05",4541.70,"04",908.34,2009-06-26,S,2009-06-26,908.34,2009-06-02,
554,2,2009-06-02,"594345E     ",2009-05-22,"05",4541.70,"05",908.34,2009-07-03,S,2009-06-29,908.34,2009-06-02,
555,34,2009-06-04,"757019753   ",2008-05-01,"01",35.00,"01",35.00,2009-06-15,S,2009-06-17,35.00,2009-06-04,
556,22,2009-06-06,"06-2009     ",2009-06-01,"01",271.05,"01",271.05,2009-06-12,S,2009-06-09,271.05,2009-06-06,
557,18,2009-06-09,"014098      ",2009-05-27,"01",300.00,"01",300.00,2009-06-25,S,2009-06-23,300.00,2009-06-09,
558,22,2009-06-09,"06/2009     ",2009-06-01,"01",102.55,"01",102.55,2009-06-12,S,2009-06-09,102.55,2009-06-09,
559,2,2009-06-10,"91722-01    ",2009-06-08,"02",720.07,"01",360.04,2009-06-29,S,2009-06-29,360.04,2009-06-10,
560,2,2009-06-10,"91722-02    ",2009-06-08,"02",720.07,"02",360.03,2009-07-13,S,2009-07-13,360.03,2009-06-10,
561,24,2009-06-10,"1459130     ",2009-06-05,"01",97.23,"01",97.23,2009-06-17,S,2009-06-18,97.23,2009-06-10,
562,4,2009-06-13,"178005      ",2009-06-12,"01",439.10,"01",439.10,2009-06-26,S,2009-06-23,439.10,2009-06-13,
563,4,2009-06-23,"178967      ",2009-06-22,"01",491.20,"01",491.20,2009-07-06,S,2009-07-06,491.20,2009-06-23,
564,41,2009-06-24,"109104      ",2009-06-22,"01",1050.00,"01",1050.00,2009-07-20,S,2009-07-20,1050.00,2009-06-24,2009-06-24
565,21,2009-06-25,"000.653.533 ",2009-06-19,"01",115.90,"01",115.90,2009-07-01,S,2009-06-29,115.90,2009-06-25,
566,15,2009-06-25,"000000      ",2009-06-18,"01",160.03,"01",160.03,2009-07-02,S,2009-06-29,160.03,2009-06-25,
567,15,2009-06-26,"13035       ",2009-06-19,"01",168.03,"01",168.03,2009-07-02,S,2009-06-29,168.03,2009-06-26,
568,34,2009-07-02,"757019753   ",2009-07-01,"01",35.00,"01",35.00,2009-07-15,S,2009-07-13,35.00,2009-07-02,
569,11,2009-07-02,"14021A      ",2009-06-26,"02",515.50,"01",257.75,2009-07-13,S,2009-07-13,257.75,2009-07-02,
570,11,2009-07-02,"14021B      ",2009-06-26,"02",515.50,"02",257.75,2009-07-20,S,2009-07-20,257.75,2009-07-02,
571,11,2009-07-02,"13989A      ",2009-06-26,"03",1338.60,"01",446.20,2009-07-16,S,2009-07-13,446.20,2009-07-02,
572,11,2009-07-02,"13989B      ",2009-06-26,"03",1338.60,"02",180.50,2009-07-23,S,2009-07-20,180.50,2009-07-02,2009-07-17
573,11,2009-07-02,"13989C      ",2009-06-26,"03",1338.60,"03",446.20,2009-07-30,S,2009-07-27,446.20,2009-07-02,
574,22,2009-07-10,"70357       ",2009-07-01,"01",247.53,"01",247.53,2009-07-12,S,2009-07-13,247.53,2009-07-10,
575,22,2009-07-10,"70337       ",2009-07-01,"01",95.95,"01",95.95,2009-07-12,S,2009-07-13,95.95,2009-07-10,
581,25,2009-07-16,"16729/1     ",2009-07-15,"01",529.08,"01",529.08,2009-08-12,S,2009-08-12,529.08,2009-07-16,
582,11,2009-07-17,"14147       ",2009-07-14,"01",267.00,"01",267.00,2009-07-30,S,2009-07-27,267.00,2009-07-17,
576,2,2009-07-15,"0602388-1   ",2009-07-13,"05",3667.11,"01",733.42,2009-07-27,S,2009-07-27,733.42,2009-07-15,
577,2,2009-07-15,"0602388-2   ",2009-07-13,"05",3667.11,"02",733.42,2009-08-03,S,2009-08-03,733.42,2009-07-15,
578,2,2009-07-15,"0602388-3   ",2009-07-13,"05",3667.11,"03",733.42,2009-08-10,S,2009-08-12,733.42,2009-07-15,
579,2,2009-07-15,"0602388-4   ",2009-07-13,"05",3667.11,"04",733.42,2009-08-17,S,2009-08-17,733.42,2009-07-15,
580,2,2009-07-15,"0602388-5   ",2009-07-13,"05",3667.11,"05",733.42,2009-08-24,S,2009-08-24,733.42,2009-07-15,
583,2,2009-07-20,"0092808-1",2009-07-16,"03",2307.27,"01",769.01,2009-08-06,S,2009-08-03,769.01,2009-07-20,2009-07-20
584,2,2009-07-20,"0092808-2",2009-07-16,"03",2307.27,"02",769.01,2009-08-13,S,2009-08-12,769.01,2009-07-20,2009-07-20
585,2,2009-07-20,"0092808-3",2009-07-16,"03",2307.27,"03",769.25,2009-08-20,S,2009-08-17,769.25,2009-07-20,2009-07-20
586,42,2009-07-20,"317368/01",2009-07-17,"03",88.04,"01",29.34,2009-08-07,S,2009-08-03,29.34,2009-07-20,2009-07-20
595,2,2009-07-23,"604547-1",2009-08-05,"05",2673.26,"01",534.65,2009-08-19,S,2009-08-17,534.65,2009-07-23,
587,42,2009-07-20,"317368/2",2009-07-17,"03",88.04,"02",29.35,2009-08-14,S,2009-08-12,29.35,2009-07-20,
588,42,2009-07-20,"317368/3",2009-07-17,"03",88.04,"03",29.35,2009-08-21,S,2009-08-17,29.35,2009-07-20,
589,42,2009-07-20,"317384/1",2009-07-17,"03",295.00,"01",98.34,2009-08-07,S,2009-08-03,98.34,2009-07-20,
590,42,2009-07-20,"317384/2",2009-07-17,"03",295.00,"02",98.33,2009-08-14,S,2009-08-12,98.33,2009-07-20,
591,42,2009-07-20,"317384/3",2009-07-17,"03",295.00,"03",98.33,2009-08-21,S,2009-08-17,98.33,2009-07-20,
592,42,2009-07-20,"317362/1",2009-07-17,"03",958.03,"01",319.35,2009-08-07,S,2009-08-03,319.35,2009-07-20,
593,42,2009-07-20,"317362/2",2009-07-17,"03",958.03,"02",319.35,2009-08-14,S,2009-08-12,319.35,2009-07-20,
594,42,2009-07-20,"317362/3",2009-07-17,"03",958.03,"03",319.34,2009-08-21,S,2009-08-17,319.34,2009-07-20,
596,2,2009-07-23,"604547-2",2009-08-05,"05",2673.26,"02",534.65,2009-08-26,S,2009-08-24,534.65,2009-07-23,
597,2,2009-07-23,"604547-3",2009-08-05,"05",2673.26,"03",534.65,2009-09-02,S,2009-08-31,534.65,2009-07-23,
598,2,2009-07-23,"604547-4",2009-08-05,"05",2673.26,"04",534.65,2009-09-09,S,2009-09-08,534.65,2009-07-23,
599,2,2009-07-23,"604547-5",2009-08-05,"05",2673.26,"05",534.65,2009-09-16,S,2009-09-08,534.65,2009-07-23,
600,21,2009-07-24,"665.392",2009-07-21,"01",121.04,"01",121.04,2009-08-03,S,2009-08-03,121.04,2009-07-24,
601,11,2009-07-28,sedex13989,2009-07-22,"01",51.11,"01",51.11,2009-08-10,S,2009-08-12,51.11,2009-07-28,
602,2,2009-08-03,"606646-1",2009-07-31,"03",1524.07,"01",507.97,2009-08-21,S,2009-08-17,507.97,2009-08-03,2009-08-03
603,2,2009-08-03,"606646-2",2009-07-31,"03",1524.07,"02",507.97,2009-08-28,S,2009-08-24,507.97,2009-08-03,2009-08-03
604,2,2009-08-03,"606646-3",2009-07-31,"03",1524.07,"03",508.13,2009-09-04,S,2009-08-31,508.13,2009-08-03,2009-08-03
605,2,2009-08-04,"0606976-1",2009-08-03,"03",934.51,"01",311.47,2009-08-24,S,2009-08-24,311.47,2009-08-04,2009-08-04
606,2,2009-08-04,"0606976-2",2009-08-03,"03",934.51,"02",311.47,2009-08-31,S,2009-08-31,311.47,2009-08-04,2009-08-04
607,2,2009-08-04,"0606976-3",2009-08-03,"03",934.51,"03",311.57,2009-09-07,S,2009-09-08,311.57,2009-08-04,2009-08-04
608,34,2009-08-04,"757019753",2009-07-21,"01",35.00,"01",35.00,2009-08-15,S,2009-08-17,35.00,2009-08-04,
609,22,2009-08-05,"08/2009",2009-08-01,"01",51.60,"01",51.60,2009-08-12,S,2009-08-12,51.60,2009-08-05,
610,22,2009-08-08,"08/2009",2009-08-08,"01",214.73,"01",214.73,2009-08-12,S,2009-08-12,214.73,2009-08-08,
611,2,2009-08-11,"93774-A",2009-08-10,"03",1029.44,"01",343.11,2009-08-31,S,2009-08-31,343.11,2009-08-11,2009-08-11
612,2,2009-08-11,"93774-B",2009-08-10,"03",1029.44,"02",343.11,2009-09-07,S,2009-09-08,343.11,2009-08-11,2009-08-11
613,2,2009-08-11,"93774-C",2009-08-10,"03",1029.44,"03",343.22,2009-09-14,S,2009-09-15,343.22,2009-08-11,2009-08-11
614,24,2009-08-14,"1459130",2009-08-06,"01",55.66,"01",55.66,2009-08-17,S,2009-08-17,55.66,2009-08-14,
615,31,2009-08-18,"03612000-1",2009-08-17,"05",1214.92,"01",242.98,2009-08-31,S,2009-08-31,242.98,2009-08-18,
616,31,2009-08-18,"03612000-2",2009-08-17,"05",1214.92,"02",242.98,2009-09-07,S,2009-09-08,242.98,2009-08-18,
617,31,2009-08-18,"03612000-3",2009-08-17,"05",1214.92,"03",242.98,2009-09-14,S,2009-09-15,242.98,2009-08-18,
618,31,2009-08-18,"03612000-4",2009-08-17,"05",1214.92,"04",242.98,2009-09-21,S,2009-09-22,242.98,2009-08-18,
619,31,2009-08-18,"03612000-5",2009-08-17,"05",1214.92,"05",242.00,2009-09-28,S,2009-09-28,242.00,2009-08-18,2009-08-18
620,2,2009-08-19,"609749-1",2009-08-18,"05",2055.44,"01",411.09,2009-09-01,S,2009-08-31,411.09,2009-08-19,
621,2,2009-08-19,"609749-2",2009-08-18,"05",2055.44,"02",411.09,2009-09-08,S,2009-09-08,411.09,2009-08-19,
622,2,2009-08-19,"609749-3",2009-08-18,"05",2055.44,"03",411.09,2009-09-15,S,2009-09-15,411.09,2009-08-19,
623,2,2009-08-19,"609749-4",2009-08-18,"05",2055.44,"04",411.09,2009-09-22,S,2009-09-22,411.09,2009-08-19,
624,2,2009-08-19,"609749-5",2009-08-18,"05",2055.44,"05",411.08,2009-09-29,S,2009-09-28,411.08,2009-08-19,2009-08-19
628,11,2009-08-22,"14517",2009-08-18,"01",316.40,"01",316.40,2009-09-02,S,2009-08-31,316.40,2009-08-22,
625,42,2009-08-19,"336714-0-1",2009-08-18,"03",1339.00,"01",446.33,2009-09-08,S,2009-09-08,446.33,2009-08-19,
626,42,2009-08-19,"336714-0-2",2009-08-18,"03",1339.00,"02",446.33,2009-09-15,S,2009-09-15,446.33,2009-08-19,
627,42,2009-08-19,"336714-0-3",2009-08-18,"03",1339.00,"03",446.33,2009-09-22,S,2009-09-22,446.33,2009-08-19,
629,11,2009-08-22,SEDEX14147,2009-08-17,"01",11.62,"01",11.62,2009-09-04,S,2009-08-31,11.62,2009-08-22,
630,21,2009-08-26,"000.659.578",2009-08-20,"01",124.47,"01",124.47,2009-09-01,S,2009-08-31,124.47,2009-08-26,
631,2,2009-08-28,"0611594-01",2009-08-26,"03",2887.78,"01",962.50,2009-09-25,S,2009-09-22,962.50,2009-08-28,2009-08-28
632,2,2009-08-28,"0611594-02",2009-08-26,"03",2887.78,"02",962.50,2009-10-09,S,2009-10-05,962.50,2009-08-28,2009-08-28
633,2,2009-08-28,"0611594-03",2009-08-26,"03",2887.78,"03",962.78,2009-10-23,S,2009-10-19,962.78,2009-08-28,2009-08-28
634,42,2009-08-28,"342643/0-1",2009-08-27,"03",2368.00,"01",789.33,2009-09-17,S,2009-09-15,789.33,2009-08-28,
635,42,2009-08-28,"342643/0-2",2009-08-27,"03",2368.00,"02",789.33,2009-09-24,S,2009-09-22,789.33,2009-08-28,
